Sports Car, 42, Black, 51525
Sports Car, 2, Red, 131129
Truck, 15, Blue, 71172
Minivan, 33, Green, 70230
Truck, 22, Pink, 30901
Sedan, 24, Pink, 105660
Minivan, 2, Grey, 49322
SUV, 21, Red, 32265
SUV, 43, Pink, 128010
Hatchback, 43, Black, 175163
Convertible, 12, Pink, 31924
Sedan, 6, Red, 168246
Convertible, 39, Red, 11028
Minivan, 40, Pink, 72481
Convertible, 33, Grey, 164798
Sedan, 4, Black, 166639
Sedan, 2, Pink, 99813
Sports Car, 38, Orange, 126782
Convertible, 33, Red, 64532
Sedan, 20, Black, 144145
Truck, 25, Pink, 245864
Sedan, 25, Orange, 92173
Sedan, 23, Red, 59553
Hatchback, 44, Grey, 80045
Convertible, 43, Black, 48601
SUV, 50, Black, 92198
Convertible, 14, Blue, 162134
Convertible, 28, Orange, 107012
Convertible, 3, Black, 170227
Convertible, 2, Green, 120369
Hatchback, 9, Green, 155076
SUV, 20, Grey, 171389
Sedan, 27, Grey, 1576
Truck, 25, Red, 101973
Sedan, 50, Red, 29536
SUV, 31, Red, 137985
Truck, 30, Grey, 99275
Hatchback, 40, Green, 21838
Minivan, 34, Red, 236950
Sedan, 3, Blue, 211420
Sedan, 28, Black, 233499
Hatchback, 0, Red, 162398
Truck, 45, Blue, 225872
Van, 4, Green, 163757
Hatchback, 12, Pink, 110063
SUV, 0, Black, 201846
Convertible, 18, Orange, 202342
SUV, 2, Pink, 152489
Sedan, 13, Grey, 35319
Hatchback, 29, Grey, 230904
Sports Car, 39, Blue, 236537
Minivan, 19, Orange, 164600
Truck, 25, Green, 55191
Van, 45, Red, 109173
Sports Car, 16, Orange, 103532
Minivan, 38, Pink, 31659
Truck, 7, Black, 194839
SUV, 14, Pink, 56885
Van, 24, Red, 185029
SUV, 39, Orange, 53483
Convertible, 39, Black, 156735
Hatchback, 35, Blue, 236262
Convertible, 41, Red, 231122
Truck, 17, Pink, 214722
Sedan, 34, Red, 116472
Hatchback, 35, Red, 247978
Sports Car, 1, Pink, 40949
Hatchback, 22, Green, 112571
Convertible, 45, Red, 76835
Hatchback, 21, Blue, 200776
Sedan, 14, Red, 64152
Sedan, 29, Grey, 59939
Hatchback, 23, Red, 177257
Van, 51, Grey, 172517
Minivan, 45, Red, 46446
Truck, 6, Red, 154101
Convertible, 41, Black, 131666
Convertible, 42, Red, 60075
Sports Car, 12, Green, 64314
Convertible, 35, Blue, 76693
Van, 19, Blue, 58499
Van, 31, Pink, 57885
